word count,Sentence,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18
3,一包だけ。,"一, one","包, to wrap; to cover","だけ, just . . . ; only . . .",,,,,,,,,,,,,,,
4,一枚二枚。,"一, one","枚, [counter for flat objects]","二, two","枚, [counter for flat objects]",,,,,,,,,,,,,,
4,一万円か。,"一, one","万, 10,000/ten thousand/myriads/all/everything","円, yen","か, Question particle
or",,,,,,,,,,,,,,
3,一名です。,"一, one","名, . . . person(s)","です, I am . . . .",,,,,,,,,,,,,,,
4,右の足一。,"右, right hand side","の, Possession particle","足, foot, leg","一, one",,,,,,,,,,,,,,
3,雨がふる。,"雨, rain","が, Subject particle
. . . , but","ふる, to turn down (somebody); to reject; to jilt",,,,,,,,,,,,,,,
3,雨が降る。,"雨, rain","が, Subject particle
. . . , but","降る, (rain/snow) falls",,,,,,,,,,,,,,,
3,雨である。,"雨, rain","で, Movement: at place, by way of
by (means of transportation); with (a tool)","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,雨となる。,"雨, rain","と, And
together with (a person)
to take off","なる, to become",,,,,,,,,,,,,,,
3,雨はふる。,"雨, rain","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","ふる, to turn down (somebody); to reject; to jilt",,,,,,,,,,,,,,,
3,運が悪い。,"運, to carry","が, Subject particle
. . . , but","悪い, bad/inferior",,,,,,,,,,,,,,,
4,雲が出た。,"雲, cloud","が, Subject particle
. . . , but","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,雲さんや。,"雲, cloud","さん, Mr./Ms. . . .","や, And
to do/to have sexual intercourse/to kill/to give (to inferiors, animals, etc.)/to dispatch (a letter)/to send/to study/to perform/to play (sports, game)/to have (eat, drink, smoke)/to row (a boat)/to run or operate (a restaurant)",,,,,,,,,,,,,,,
4,雲も出た。,"雲, cloud","も, As well","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,猿ですか。,"猿, monkey","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,猿どのが。,"猿, monkey","どの, which . . .","が, Subject particle
. . . , but",,,,,,,,,,,,,,,
2,遠い遠い。,"遠い, far, distant","遠い, far, distant",,,,,,,,,,,,,,,,
3,汚いとも。,"汚い, dirty","と, And
together with (a person)
to take off","も, As well",,,,,,,,,,,,,,,
3,横になる。,"横, beside/side/width","に, Movement: to, at
IN ORDER TO…(verb conjugation)","なる, to become",,,,,,,,,,,,,,,
3,横に行く。,"横, beside/side/width","に, Movement: to, at
IN ORDER TO…(verb conjugation)","行く, go, come, proceed",,,,,,,,,,,,,,,
3,横一文字。,"横, beside/side/width","一, one","文字, letter; character",,,,,,,,,,,,,,,
2,黄色い花！,"黄色い, yellow","花, flower",,,,,,,,,,,,,,,,
3,音がする。,"音, sound","が, Subject particle
. . . , but","する, to do, to try",,,,,,,,,,,,,,,
3,音のない？,"音, sound","の, Possession particle","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
4,音のよさ！,"音, sound","の, Possession particle","よ, You know?","さ, to raise (stretch out) hands, to raise umbrella",,,,,,,,,,,,,,
3,音もない。,"音, sound","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,音もなく。,"音, sound","も, As well","なく, to lose",,,,,,,,,,,,,,,
3,下で仕事。,"下, under, below, beneath","で, Movement: at place, by way of
by (means of transportation); with (a tool)","仕事, work, occupation, employment",,,,,,,,,,,,,,,
3,下の部屋。,"下, under, below, beneath","の, Possession particle","部屋, room",,,,,,,,,,,,,,,
3,下手人は。,"下手, unskillful, poor, awkward","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
3,何、お話？,"何, what","お, politeness/respect prefix","話, talk/speech/chat/story/conversation
To speak",,,,,,,,,,,,,,,
3,何かある！,"何, what","か, Question particle
or","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,何がある。,"何, what","が, Subject particle
. . . , but","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,何がいい！,"何, what","が, Subject particle
. . . , but","いい, good",,,,,,,,,,,,,,,
4,何かがね！,"何, what","か, Question particle
or","が, Subject particle
. . . , but","ね, Right?",,,,,,,,,,,,,,
3,何がです。,"何, what","が, Subject particle
. . . , but","です, I am . . . .",,,,,,,,,,,,,,,
3,何かまだ？,"何, what","か, Question particle
or","まだ, yet/still/more/besides",,,,,,,,,,,,,,,
3,何が悪い。,"何, what","が, Subject particle
. . . , but","悪い, bad/inferior",,,,,,,,,,,,,,,
3,何が違う。,"何, what","が, Subject particle
. . . , but","違う, to differ (from)",,,,,,,,,,,,,,,
4,何が出て？,"何, what","が, Subject particle
. . . , but","出, to put out, to send
to appear, to come forth, to leave","て, TE FORM",,,,,,,,,,,,,,
3,何が出る。,"何, what","が, Subject particle
. . . , but","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
3,何が怖い？,"何, what","が, Subject particle
. . . , but","怖い, frightening",,,,,,,,,,,,,,,
3,何てこと！,"何, what","て, TE FORM","こと, things; matters",,,,,,,,,,,,,,,
3,何ですか。,"何, what","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,何ですて。,"何, what","です, I am . . . .","て, TE FORM",,,,,,,,,,,,,,,
3,何ですと？,"何, what","です, I am . . . .","と, And
together with (a person)
to take off",,,,,,,,,,,,,,,
3,何ですね。,"何, what","です, I am . . . .","ね, Right?",,,,,,,,,,,,,,,
3,何ですの？,"何, what","です, I am . . . .","の, Possession particle",,,,,,,,,,,,,,,
3,何でまた。,"何, what","で, Movement: at place, by way of
by (means of transportation); with (a tool)","また, again/and",,,,,,,,,,,,,,,
4,何でもね。,"何, what","で, Movement: at place, by way of
by (means of transportation); with (a tool)","も, As well","ね, Right?",,,,,,,,,,,,,,
3,何となく。,"何, what","と, And
together with (a person)
to take off","なく, to lose",,,,,,,,,,,,,,,
3,何と申す？,"何, what","と, And
together with (a person)
to take off","申す, extra-modest expression for いう",,,,,,,,,,,,,,,
3,何になる？,"何, what","に, Movement: to, at
IN ORDER TO…(verb conjugation)","なる, to become",,,,,,,,,,,,,,,
3,何のこと。,"何, what","の, Possession particle","こと, things; matters",,,,,,,,,,,,,,,
3,何のため？,"何, what","の, Possession particle","ため, to save money",,,,,,,,,,,,,,,
3,何の意味？,"何, what","の, Possession particle","意味, meaning, sense, significance",,,,,,,,,,,,,,,
3,何の目的？,"何, what","の, Possession particle","目的, object; purpose",,,,,,,,,,,,,,,
4,何もかも。,"何, what","も, As well","か, Question particle
or","も, As well",,,,,,,,,,,,,,
3,何もない。,"何, what","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,何をする！,"何, what","を, Direct object particle","する, to do, to try",,,,,,,,,,,,,,,
3,何を泣く。,"何, what","を, Direct object particle","泣く, to cry",,,,,,,,,,,,,,,
4,何を見た。,"何, what","を, Direct object particle","見, to see/to watch","た, PAST",,,,,,,,,,,,,,
3,何を言う！,"何, what","を, Direct object particle","言う, to complain
to talk behind someone’s back
say, state, express, be said, be called, named",,,,,,,,,,,,,,,
3,何を笑う。,"何, what","を, Direct object particle","笑う, to laugh",,,,,,,,,,,,,,,
3,何を申す！,"何, what","を, Direct object particle","申す, extra-modest expression for いう",,,,,,,,,,,,,,,
3,何時です。,"何, what","時, when . . . ; at the time of . . .
o'clock","です, I am . . . .",,,,,,,,,,,,,,,
3,何時なる？,"何, what","時, when . . . ; at the time of . . .
o'clock","なる, to become",,,,,,,,,,,,,,,
3,何人じゃ。,"何, what","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor","じゃ, well, well then",,,,,,,,,,,,,,,
4,何人様と？,"何, what","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor","様, Mr./Ms. . . .","と, And
together with (a person)
to take off",,,,,,,,,,,,,,
3,何先生に？,"何, what","先生, teacher, master, doctor","に, Movement: to, at
IN ORDER TO…(verb conjugation)",,,,,,,,,,,,,,,
3,何様じゃ。,"何, what","様, Mr./Ms. . . .","じゃ, well, well then",,,,,,,,,,,,,,,
4,夏が来た。,"夏, summer","が, Subject particle
. . . , but","来, to come","た, PAST",,,,,,,,,,,,,,
3,夏が来る。,"夏, summer","が, Subject particle
. . . , but","来る, to come",,,,,,,,,,,,,,,
3,夏のこと。,"夏, summer","の, Possession particle","こと, things; matters",,,,,,,,,,,,,,,
4,夏は来た。,"夏, summer","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","来, to come","た, PAST",,,,,,,,,,,,,,
3,家で食事。,"家, house, home, household, family","で, Movement: at place, by way of
by (means of transportation); with (a tool)","食事, meal",,,,,,,,,,,,,,,
3,家に着く。,"家, house, home, household, family","に, Movement: to, at
IN ORDER TO…(verb conjugation)","着く, to arrive at, to reach",,,,,,,,,,,,,,,
3,家のこと。,"家, house, home, household, family","の, Possession particle","こと, things; matters",,,,,,,,,,,,,,,
4,家の人は？,"家, house, home, household, family","の, Possession particle","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,
3,家の多い？,"家, house, home, household, family","の, Possession particle","多い, there are many . . .",,,,,,,,,,,,,,,
3,家へ帰る。,"家, house, home, household, family","へ, Movement: toward, to","帰る, go back, return",,,,,,,,,,,,,,,
3,家もいい。,"家, house, home, household, family","も, As well","いい, good",,,,,,,,,,,,,,,
3,家もない！,"家, house, home, household, family","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,家も広い。,"家, house, home, household, family","も, As well","広い, spacious/vast/wide",,,,,,,,,,,,,,,
3,家を見る。,"家, house, home, household, family","を, Direct object particle","見る, to see/to watch",,,,,,,,,,,,,,,
3,家を買う。,"家, house, home, household, family","を, Direct object particle","買う, buy, shop, purchase",,,,,,,,,,,,,,,
3,家族四人。,"家族, family","四, four","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor",,,,,,,,,,,,,,,
4,歌の声が。,"歌, a song, singing","の, Possession particle","声, voice","が, Subject particle
. . . , but",,,,,,,,,,,,,,
3,歌は下手。,"歌, a song, singing","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","下手, unskillful, poor, awkward",,,,,,,,,,,,,,,
3,歌もある。,"歌, a song, singing","も, As well","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
2,歌舞伎座。,"歌舞伎, Kabuki; traditional Japanese theatrical art","座, to sit",,,,,,,,,,,,,,,,
2,火事です。,"火事, fire","です, I am . . . .",,,,,,,,,,,,,,,,
3,花ある胸。,"花, flower","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place","胸, breast",,,,,,,,,,,,,,,
2,花ちゃん。,"花, flower","ちゃん, suffix for names of children",,,,,,,,,,,,,,,,
4,花にでも。,"花, flower","に, Movement: to, at
IN ORDER TO…(verb conjugation)","で, Movement: at place, by way of
by (means of transportation); with (a tool)","も, As well",,,,,,,,,,,,,,
4,花の三月。,"花, flower","の, Possession particle","三, three","月, moon
month",,,,,,,,,,,,,,
3,花を引く。,"花, flower","を, Direct object particle","引く, minus/to pull/to play (stringed instr.)",,,,,,,,,,,,,,,
3,荷物の山。,"荷物, luggage","の, Possession particle","山, (1) mountain/(2) pile/heap/(3) climax/critical point",,,,,,,,,,,,,,,
3,蚊が出る。,"蚊, mosquito","が, Subject particle
. . . , but","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
3,蚊もいる。,"蚊, mosquito","も, As well","いる, (a person) is in . . . ; stays at . . .",,,,,,,,,,,,,,,
3,会社の人？,"会社, corporation","の, Possession particle","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor",,,,,,,,,,,,,,,
4,海の外へ。,"海, sea, ocean","の, Possession particle","外, outside, exterior","へ, Movement: toward, to",,,,,,,,,,,,,,
4,海の中で？,"海, sea, ocean","の, Possession particle","中, while . . .
middle, during, in the midst of","で, Movement: at place, by way of
by (means of transportation); with (a tool)",,,,,,,,,,,,,,
3,海は広い。,"海, sea, ocean","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","広い, spacious/vast/wide",,,,,,,,,,,,,,,
3,海は黒い。,"海, sea, ocean","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","黒い, black, dark",,,,,,,,,,,,,,,
4,海を見た。,"海, sea, ocean","を, Direct object particle","見, to see/to watch","た, PAST",,,,,,,,,,,,,,
3,灰色の空。,"灰色, gray","の, Possession particle","空, the sky",,,,,,,,,,,,,,,
3,絵がある。,"絵, picture, painting, drawing","が, Subject particle
. . . , but","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,絵ですか。,"絵, picture, painting, drawing","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,絵になる。,"絵, picture, painting, drawing","に, Movement: to, at
IN ORDER TO…(verb conjugation)","なる, to become",,,,,,,,,,,,,,,
2,階段です。,"階段, stairs","です, I am . . . .",,,,,,,,,,,,,,,,
4,外に出た。,"外, outside, exterior","に, Movement: to, at
IN ORDER TO…(verb conjugation)","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,外に出る。,"外, outside, exterior","に, Movement: to, at
IN ORDER TO…(verb conjugation)","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
3,外は暗い。,"外, outside, exterior","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","暗い, dark, gloomy",,,,,,,,,,,,,,,
4,外は何度？,"外, outside, exterior","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","何, what","度, . . . degrees (temperature)
counter for occurences",,,,,,,,,,,,,,
3,外は暑い。,"外, outside, exterior","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","暑い, hot (weather, etc), warm",,,,,,,,,,,,,,,
4,外へ出た。,"外, outside, exterior","へ, Movement: toward, to","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,外へ出る。,"外, outside, exterior","へ, Movement: toward, to","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
3,外も暗い。,"外, outside, exterior","も, As well","暗い, dark, gloomy",,,,,,,,,,,,,,,
3,外国語の！,"外国, foreign country","語, . . . language","の, Possession particle",,,,,,,,,,,,,,,
3,外国人も。,"外国, foreign country","人, man/person/human being/mankind/people/character/personality/true man/man of talent/adult/other people/messenger/visitor","も, As well",,,,,,,,,,,,,,,
2,覚えてる！,"覚え, memorize, remember, know; learn, master","てる, POTENTIAL FORM",,,,,,,,,,,,,,,,
3,角もない。,"角, corner","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
2,学校どこ？,"学校, school","どこ, where, what place",,,,,,,,,,,,,,,,
2,学生です。,"学生, student","です, I am . . . .",,,,,,,,,,,,,,,,
3,活動の話。,"活動, activity","の, Possession particle","話, talk/speech/chat/story/conversation
To speak",,,,,,,,,,,,,,,
2,寒いから。,"寒い, cold (weather)","から, From",,,,,,,,,,,,,,,,
3,寒いのけ？,"寒い, cold (weather)","の, Possession particle","け, to kick",,,,,,,,,,,,,,,
2,寒いよう。,"寒い, cold (weather)","よう, VOLITIONAL",,,,,,,,,,,,,,,,
2,環境問題。,"環境, environment","問題, problem/question",,,,,,,,,,,,,,,,
2,簡単です。,"簡単, easy; simple","です, I am . . . .",,,,,,,,,,,,,,,,
3,間が続く。,"間, between","が, Subject particle
. . . , but","続く, to continue",,,,,,,,,,,,,,,
1,間に合う。,"間に合う, to be in time",,,,,,,,,,,,,,,,,
3,間もなく。,"間, between","も, As well","なく, to lose",,,,,,,,,,,,,,,
3,顔が赤い。,"顔, face","が, Subject particle
. . . , but","赤い, red",,,,,,,,,,,,,,,
3,顔が立つ。,"顔, face","が, Subject particle
. . . , but","立つ, to stand",,,,,,,,,,,,,,,
3,顔ですか。,"顔, face","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,顔を洗う。,"顔, face","を, Direct object particle","洗う, to wash",,,,,,,,,,,,,,,
4,顔を洗ふ。,"顔, face","を, Direct object particle","洗, to wash","ふ, to turn down (somebody); to reject; to jilt",,,,,,,,,,,,,,
2,願います！,"願い, wish","ます, POLITE",,,,,,,,,,,,,,,,
3,帰るとも。,"帰る, go back, return","と, And
together with (a person)
to take off","も, As well",,,,,,,,,,,,,,,
3,季節の花。,"季節, season","の, Possession particle","花, flower",,,,,,,,,,,,,,,
3,貴方には！,"貴方, you, dear (what a wife calls a husband)","に, Movement: to, at
IN ORDER TO…(verb conjugation)","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
2,起きたい。,"起き, wake up, get up; be up, be awake; take place, occur;","たい, DESIRE",,,,,,,,,,,,,,,,
3,泣くのか。,"泣く, to cry","の, Possession particle","か, Question particle
or",,,,,,,,,,,,,,,
3,牛が来る。,"牛, cow","が, Subject particle
. . . , but","来る, to come",,,,,,,,,,,,,,,
3,牛を買う。,"牛, cow","を, Direct object particle","買う, buy, shop, purchase",,,,,,,,,,,,,,,
3,去年には。,"去年, last year","に, Movement: to, at
IN ORDER TO…(verb conjugation)","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
3,去年の夏。,"去年, last year","の, Possession particle","夏, summer",,,,,,,,,,,,,,,
4,居た居た。,"居, be, exist, live, reside","た, PAST","居, be, exist, live, reside","た, PAST",,,,,,,,,,,,,,
3,居るかね！,"居る, be, exist, live, reside","か, Question particle
or","ね, Right?",,,,,,,,,,,,,,,
3,居るのか。,"居る, be, exist, live, reside","の, Possession particle","か, Question particle
or",,,,,,,,,,,,,,,
2,居る居る。,"居る, be, exist, live, reside","居る, be, exist, live, reside",,,,,,,,,,,,,,,,
3,強いのよ。,"強い, strong, powerful, mighty, potent","の, Possession particle","よ, You know?",,,,,,,,,,,,,,,
3,教えてよ。,"教え, teach; tell, inform","て, TE FORM","よ, You know?",,,,,,,,,,,,,,,
2,教えてる。,"教え, teach; tell, inform","てる, POTENTIAL FORM",,,,,,,,,,,,,,,,
2,教師時代。,"教師, schoolteacher","時代, age; era",,,,,,,,,,,,,,,,
3,橋がある。,"橋, bridge","が, Subject particle
. . . , but","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
4,橋へ出た。,"橋, bridge","へ, Movement: toward, to","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,橋もない。,"橋, bridge","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,橋を渡る。,"橋, bridge","を, Direct object particle","渡る, to cross over/to go across",,,,,,,,,,,,,,,
2,狭い玄関。,"狭い, narrow, confined, small","玄関, entranceway, entry hall",,,,,,,,,,,,,,,,
3,曲である。,"曲, to turn/to bend","で, Movement: at place, by way of
by (means of transportation); with (a tool)","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
2,近いこと？,"近い, near, close by, short","こと, things; matters",,,,,,,,,,,,,,,,
3,金がある。,"金, money","が, Subject particle
. . . , but","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,金がいる。,"金, money","が, Subject particle
. . . , but","いる, (a person) is in . . . ; stays at . . .",,,,,,,,,,,,,,,
3,金がない。,"金, money","が, Subject particle
. . . , but","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,金である。,"金, money","で, Movement: at place, by way of
by (means of transportation); with (a tool)","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,金ですか。,"金, money","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,金はある。,"金, money","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,金はどこ？,"金, money","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","どこ, where, what place",,,,,,,,,,,,,,,
3,金はない。,"金, money","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,金は払う。,"金, money","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","払う, to pay",,,,,,,,,,,,,,,
3,金もいる。,"金, money","も, As well","いる, (a person) is in . . . ; stays at . . .",,,,,,,,,,,,,,,
3,金もない。,"金, money","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,金も要る。,"金, money","も, As well","要る, need, be necessary",,,,,,,,,,,,,,,
3,金を愛す。,"金, money","を, Direct object particle","愛す, to love",,,,,,,,,,,,,,,
3,九月一日。,"九, nine","月, moon
month","一日, one day, all day",,,,,,,,,,,,,,,
4,九月九日。,"九, nine","月, moon
month","九, nine","日, day
day of month",,,,,,,,,,,,,,
4,九月五日。,"九, nine","月, moon
month","五, five","日, day
day of month",,,,,,,,,,,,,,
4,九月三日。,"九, nine","月, moon
month","三, three","日, day
day of month",,,,,,,,,,,,,,
4,九月四日。,"九, nine","月, moon
month","四, four","日, day
day of month",,,,,,,,,,,,,,
4,九月七日。,"九, nine","月, moon
month","七, seven","日, day
day of month",,,,,,,,,,,,,,
4,九月十日。,"九, nine","月, moon
month","十, ten","日, day
day of month",,,,,,,,,,,,,,
4,九月二日。,"九, nine","月, moon
month","二, two","日, day
day of month",,,,,,,,,,,,,,
4,九月八日。,"九, nine","月, moon
month","八, eight","日, day
day of month",,,,,,,,,,,,,,
4,九月六日。,"九, nine","月, moon
month","六, six","日, day
day of month",,,,,,,,,,,,,,
3,九時すぎ。,"九, nine","時, when . . . ; at the time of . . .
o'clock","すぎ, past, after, too much",,,,,,,,,,,,,,,
3,九時です。,"九, nine","時, when . . . ; at the time of . . .
o'clock","です, I am . . . .",,,,,,,,,,,,,,,
3,九時起き。,"九, nine","時, when . . . ; at the time of . . .
o'clock","起き, wake up, get up; be up, be awake; take place, occur;",,,,,,,,,,,,,,,
3,九時近く。,"九, nine","時, when . . . ; at the time of . . .
o'clock","近く, near, neighborhood, vicinity",,,,,,,,,,,,,,,
4,九日の朝。,"九, nine","日, day
day of month","の, Possession particle","朝, morning",,,,,,,,,,,,,,
3,空が青い。,"空, the sky","が, Subject particle
. . . , but","青い, blue",,,,,,,,,,,,,,,
3,空が低い。,"空, the sky","が, Subject particle
. . . , but","低い, short/low/humble/low (voice)",,,,,,,,,,,,,,,
3,空である。,"空, the sky","で, Movement: at place, by way of
by (means of transportation); with (a tool)","ある, one . . .
to be (usu. of inanimate objects), to exist, to be located, to have, to possess, to take place",,,,,,,,,,,,,,,
3,空なる花。,"空, the sky","なる, to become","花, flower",,,,,,,,,,,,,,,
3,空は暗い。,"空, the sky","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","暗い, dark, gloomy",,,,,,,,,,,,,,,
3,空は青い。,"空, the sky","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","青い, blue",,,,,,,,,,,,,,,
3,空は低い。,"空, the sky","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","低い, short/low/humble/low (voice)",,,,,,,,,,,,,,,
3,空も青い。,"空, the sky","も, As well","青い, blue",,,,,,,,,,,,,,,
3,空も低い。,"空, the sky","も, As well","低い, short/low/humble/low (voice)",,,,,,,,,,,,,,,
3,靴もない！,"靴, shoes","も, As well","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,君、何年？,"君, Mr./Ms. . . . (casual)","何, what","年, year",,,,,,,,,,,,,,,
3,君が編む？,"君, Mr./Ms. . . . (casual)","が, Subject particle
. . . , but","編む, to knit",,,,,,,,,,,,,,,
3,君たちは。,"君, Mr./Ms. . . . (casual)","たち, [makes a noun plural]","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
2,君ちゃん。,"君, Mr./Ms. . . . (casual)","ちゃん, suffix for names of children",,,,,,,,,,,,,,,,
4,君と僕さ。,"君, Mr./Ms. . . . (casual)","と, And
together with (a person)
to take off","僕, I (used by men)","さ, to raise (stretch out) hands, to raise umbrella",,,,,,,,,,,,,,
3,君は重い。,"君, Mr./Ms. . . . (casual)","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","重い, heavy; severe, grave",,,,,,,,,,,,,,,
3,君も笑う。,"君, Mr./Ms. . . . (casual)","も, As well","笑う, to laugh",,,,,,,,,,,,,,,
3,兄が出る。,"兄, elder brother","が, Subject particle
. . . , but","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
3,兄さんは。,"兄, elder brother","さん, Mr./Ms. . . .","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
2,兄ちゃん！,"兄, elder brother","ちゃん, suffix for names of children",,,,,,,,,,,,,,,,
3,兄を思う。,"兄, elder brother","を, Direct object particle","思う, to think",,,,,,,,,,,,,,,
2,経験じゃ。,"経験, experience","じゃ, well, well then",,,,,,,,,,,,,,,,
3,芸術とは。,"芸術, art","と, And
together with (a person)
to take off","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
2,結構です。,"結構, splendid, nice, well enough","です, I am . . . .",,,,,,,,,,,,,,,,
2,結構結構。,"結構, splendid, nice, well enough","結構, splendid, nice, well enough",,,,,,,,,,,,,,,,
3,結婚とは。,"結婚, marriage","と, And
together with (a person)
to take off","は, Subject particle
to wear/to put on (a sword)
to stick/to paste",,,,,,,,,,,,,,,
2,結婚まで。,"結婚, marriage","まで, To, until",,,,,,,,,,,,,,,,
4,月が出た。,"月, moon
month","が, Subject particle
. . . , but","出, to put out, to send
to appear, to come forth, to leave","た, PAST",,,,,,,,,,,,,,
3,月が出る。,"月, moon
month","が, Subject particle
. . . , but","出る, to appear, to come forth, to leave",,,,,,,,,,,,,,,
4,月の晩も。,"月, moon
month","の, Possession particle","晩, evening","も, As well",,,,,,,,,,,,,,
3,月はない。,"月, moon
month","は, Subject particle
to wear/to put on (a sword)
to stick/to paste","ない, there isn't, doesn't have",,,,,,,,,,,,,,,
3,犬が歩く。,"犬, dog","が, Subject particle
. . . , but","歩く, to walk",,,,,,,,,,,,,,,
3,犬ですか。,"犬, dog","です, I am . . . .","か, Question particle
or",,,,,,,,,,,,,,,
3,犬を見る。,"犬, dog","を, Direct object particle","見る, to see/to watch",,,,,,,,,,,,,,,
2,研究する。,"研究, research","する, to do, to try",,,,,,,,,,,,,,,,
4,肩の肉が！,"肩, shoulder","の, Possession particle","肉, meat","が, Subject particle
. . . , but",,,,,,,,,,,,,,
2,見えない。,"見え, to be visible","ない, there isn't, doesn't have",,,,,,,,,,,,,,,,
2,見えるか！,"見える, to be visible","か, Question particle
or",,,,,,,,,,,,,,,,
2,見えるよ。,"見える, to be visible","よ, You know?",,,,,,,,,,,,,,,,
3,見せてよ。,"見せ, to show/to display","て, TE FORM","よ, You know?",,,,,,,,,,,,,,,
3,見たいか。,"見, to see/to watch","たい, DESIRE","か, Question particle
or",,,,,,,,,,,,,,,
3,見たいの。,"見, to see/to watch","たい, DESIRE","の, Possession particle",,,,,,,,,,,,,,,
2,見つけた。,"見つけ, to find","た, PAST",,,,,,,,,,,,,,,,
1,見つける。,"見つける, to find",,,,,,,,,,,,,,,,,
